u, 1334653357.83 
d, 1334653360.87 
u, 1334653363.88 
r, 1334653366.92 
d, 1334653369.98 
d, 1334653373.01 
l, 1334653376.03 
d, 1334653379.07 
l, 1334653382.1 
d, 1334653385.12 
u, 1334653388.16 
l, 1334653391.19 
u, 1334653394.22 
r, 1334653397.24 
d, 1334653400.28 
