l, 1334653901.01 
r, 1334653904.05 
r, 1334653907.11 
u, 1334653910.15 
u, 1334653913.19 
r, 1334653916.21 
l, 1334653919.24 
r, 1334653922.26 
r, 1334653925.27 
u, 1334653928.3 
r, 1334653931.33 
u, 1334653934.35 
u, 1334653937.37 
u, 1334653940.4 
u, 1334653943.44 
