d, 1334653659.3 
l, 1334653662.34 
l, 1334653665.37 
r, 1334653668.4 
r, 1334653671.45 
l, 1334653674.49 
d, 1334653677.51 
u, 1334653680.55 
l, 1334653683.57 
l, 1334653686.61 
d, 1334653689.64 
r, 1334653692.66 
l, 1334653695.68 
r, 1334653698.71 
d, 1334653701.73 
